Date,Close,High,Low,Open,Volume
2020-03-27,232.95416259765625,239.7473562360883,230.77556488684385,232.8162819931154,224341200
2020-03-30,240.51956176757807,241.23656910161975,233.05532437908624,235.05007699061375,171369500
2020-03-31,236.9344940185547,242.0638491887975,235.52805566114748,239.5175603608972,194881100
2020-04-01,226.2712860107422,236.85176448420265,224.2029926686824,227.9534996121323,189554600
2020-04-02,231.4925842285156,232.27393107275836,224.83727084545976,225.38882134558207,177660400
2020-04-03,228.14654541015625,232.8622586960982,225.4163970895069,230.50898872250409,135561200
2020-04-06,243.4702606201172,245.43745065637108,228.1281336328922,237.0171961738574,188061200
2020-04-07,243.71849060058597,252.81897536266573,243.4978816291245,252.0651906394755,201427200
2020-04-08,251.89974975585935,253.71065665190883,243.8288104236189,246.3199470598107,153774500
2020-04-09,255.7329559326172,258.4906799949257,253.2234169368293,255.1630027285368,189999200
2020-04-13,253.3980865478516,255.09868874078825,249.4913106154663,254.7585739128051,114839100
2020-04-14,260.8715209960937,261.8918654699185,253.26020343605688,258.2884549436128,134143400
2020-04-15,255.32855224609372,261.0094585224513,253.2142797636476,255.1538941002778,121775000
2020-04-16,256.5602722167969,257.415159958969,253.4900094044969,256.6062230641316,131798300
2020-04-17,263.4913635253906,264.0980381515972,259.5937609848719,262.33311040568213,146684800
2020-04-20,258.84918212890625,263.6292486240073,258.62857317015494,259.7867982566206,100109300
2020-04-21,250.98968505859372,255.5858921565235,250.05204085668208,254.38168814110765,126385700
2020-04-22,256.5602722167969,258.3068252108212,254.5471313703784,255.8708411886541,92951600
2020-04-23,256.5418701171875,261.0093977789953,256.23853280732754,257.8380038199027,104709700
2020-04-24,260.11773681640625,260.7887931290741,256.00872668784143,258.0586450832086,85063200
2020-04-27,263.8681945800781,264.9896700484018,261.6344450330701,262.09406566675983,77896600
2020-04-28,262.65484619140625,267.86692903854635,262.3514808302591,267.51761283020494,105270000
2020-04-29,269.53076171875,271.0659071925588,266.9568970325676,267.9864429070405,118745600
2020-04-30,267.02130126953125,269.63194396115506,265.28392123731965,268.1519504463422,122901700
2020-05-01,259.9523010253906,267.18672684650835,258.78484641412496,262.26877941171466,125180000
2020-05-04,260.6693420410156,260.9726794196281,256.58790717425063,258.06787265525315,80873200
2020-05-05,263.0776672363281,265.8905433416998,260.797938736248,263.4913370383608,79569900
2020-05-06,261.2943725585937,265.1643710660051,260.8623279708527,264.77830538088773,73632600
2020-05-07,264.44732666015625,266.3777389730855,263.9417551736114,264.511680282958,75250400
2020-05-08,268.82293701171875,269.29175906737254,266.45127866866704,267.5819556045888,76452400
2020-05-11,268.8780822753906,270.25694423577727,266.4696745397316,266.8925176860717,79514200
2020-05-12,263.5189819335937,270.4776190002841,263.3810732615767,270.0639771433086,95870800
2020-05-13,258.8583679199219,263.9969236633219,256.43155730782263,262.9581764567652,144721100
2020-05-14,261.9562683105469,262.0849475412924,250.9437443295845,256.42244422191715,121977900
2020-05-15,263.16046142578125,263.2064122806066,258.6194060692483,259.5662237134552,111146300
2020-05-18,271.1761779785156,272.78485022076103,269.06193425277155,269.3836462588065,119703800
2020-05-19,268.3909606933594,272.2885359496412,268.3725859611599,270.5787601052246,95189300
2020-05-20,272.9503479003906,273.81443707877554,271.70019303559144,271.93000339041674,85861700
2020-05-21,271.06591796875,273.6306094189908,269.97201842037936,272.82167247031106,78293900
2020-05-22,271.5807189941406,271.755377128521,269.5400016819818,270.7809833540963,63958200
2020-05-26,274.9267272949219,277.7855828624157,271.59907765243577,277.5465711025609,88951400
2020-05-27,279.0173034667969,279.05408097269293,272.89515320041767,277.72116990088165,104817400
2020-05-28,278.50250244140625,282.05996133248505,277.8314462784761,280.0468208967093,90405200
2020-05-29,279.7435913085937,280.3318913047763,275.2852642429645,278.03378746198035,119090800
2020-06-01,280.8742370605469,281.4809398340968,278.5853346376734,279.1001076480142,55758300
2020-06-02,283.1998291015625,283.24580799540894,280.4605081581099,281.79339112536235,74267200
2020-06-03,286.96881103515625,287.92483007098406,284.9097190069347,285.18548024177693,92567600
2020-06-04,286.2150573730469,287.72262709548625,284.1191876013095,285.98524696801854,75794400
2020-06-05,293.5506286621094,295.324758335141,291.5466885738241,291.6110422228221,150524700
2020-06-08,297.0989074707031,297.2919403590866,293.8172081030423,294.3595573009957,73641200
2020-06-09,294.88348388671875,297.17238620785696,293.5689472426089,294.43303648292283,77479200
2020-06-10,293.238037109375,296.3542792450485,292.52102986489626,295.46261387215606,95000800
2020-06-11,276.3332214355469,286.9412780271555,275.7816988829913,286.3069990386874,209243600
2020-06-12,279.6424865722656,284.1191887925022,274.48555452726214,283.347029194733,194678900
2020-06-15,282.2531433105469,283.3838206627691,272.77576394520634,273.9523921596774,135782700
2020-06-16,287.6858215332031,290.149410155266,282.82305403498947,290.0023281440216,137627500
2020-06-17,286.49078369140625,289.0003228615567,285.75537372521586,288.7061588750805,83398900
2020-06-18,286.6010437011719,287.0790390652587,284.51437610525244,284.9739967429189,80828700
2020-06-19,284.96319580078125,290.26285198086515,283.0150463816413,290.0689696801593,135549600
2020-06-22,286.7912292480469,287.1882356545676,283.2181152364282,284.3629814046149,74649400
2020-06-23,288.111572265625,290.3736357062622,287.7053239074985,289.4411072237713,68471200
2020-06-24,280.76226806640625,286.6897814759057,278.92493642655745,286.0711669477362,132813500
2020-06-25,283.772216796875,284.03997787072643,278.16785889819096,280.18985933823365,89468000
2020-06-26,277.0321350097656,282.88579689027085,276.45048811590635,282.67343082724625,127961000
2020-06-29,281.1038818359375,281.2423692160098,275.9981071297797,278.2878684607212,79773300
2020-06-30,284.7046813964844,286.4035537681701,280.5129799461542,280.6699229107989,113394800
2020-07-01,286.69891357421875,287.9638397462947,285.3601650563241,285.8218083059018,72396500
2020-07-02,288.2777709960937,291.4815764666122,287.61300354993097,290.13355781025984,69344200
2020-07-06,292.7280578613281,293.3097330320879,291.3523695965938,292.10022962286325,61713800
2020-07-07,289.7088623046875,293.1619451017001,289.3303114252415,291.1861264698139,82910000
2020-07-08,291.9248352050781,292.03562512101786,288.7118149369094,290.47526805974866,54638600
2020-07-09,290.2628173828125,292.77415781586666,286.84664602686377,292.534094306912,83354200
2020-07-10,293.22662353515625,293.4943845710968,288.7671611130503,290.19824424631554,57550400
2020-07-13,290.6875915527344,297.9538536311134,290.0320658619064,295.5717862583092,102997500
2020-07-14,294.45458984375,295.2301472460135,288.06543384919064,289.26569521963995,93657000
2020-07-15,297.1598205566406,298.2585339487308,294.777725167758,297.6768588380392,87196500
2020-07-16,296.1811218261719,296.6335232521369,294.61152330631586,295.2578352089557,54622500
2020-07-17,297.0398254394531,297.8246248415815,295.2117074625928,297.18755470615184,62774900
2020-07-20,299.44024658203125,300.1881062983567,296.0240756933744,296.7719354096999,56308800
2020-07-21,300.0774841308594,301.8501791985264,299.0895603863424,301.4070195198497,57292200
2020-07-22,301.78546142578125,302.09940368262994,299.6065184526506,299.7173083426101,57792900
2020-07-23,298.1846618652344,302.12711406913473,296.8182155953633,301.42540716743423,75738000
2020-07-24,296.2642517089844,297.28908645899844,294.75928982435465,296.32888854271727,73766600
2020-07-27,298.4247436523437,298.6001703884858,296.1626798503912,296.956721105004,48293000
2020-07-28,296.531982421875,298.81250154862204,296.2365239348657,297.6953044277068,57495000
2020-07-29,300.1789855957031,300.7422051686178,297.37218596811334,297.4091253277657,48454200
2020-07-30,299.10791015625,299.5234003844888,295.11933357691976,297.2059420708996,61861700
2020-07-31,301.4715270996094,301.5731032762325,296.6796674453573,300.8990939222795,84986800
2020-08-03,303.5674743652344,304.33379001033194,302.5887926129522,303.1335284428846,53077900
2020-08-04,304.74005126953125,304.74005126953125,302.7088089568506,302.7088089568506,41917900
2020-08-05,306.6326904296875,306.89123771970355,305.7740406786033,306.0418016743555,42697700
2020-08-06,308.682373046875,308.8024048039593,305.7278730580041,306.05102897866146,43679400
2020-08-07,308.90399169921875,309.19020827921787,306.8081131712944,307.71294414525704,57308300
2020-08-10,309.8273010253906,310.0119414454086,307.4175082706169,309.356415827872,44282100
2020-08-11,307.26971435546875,311.6461112181924,306.5403383587364,311.0090413238048,69601100
2020-08-12,311.55389404296875,312.3294515588477,309.6796230021421,309.7073204785493,53774400
2020-08-13,310.9905700683594,312.30164925667594,310.06728359605586,310.78744591739394,41816100
2020-08-14,310.9999084472656,311.5354305461862,309.87349747449144,310.6029019033432,47260400
2020-08-17,311.98785400390625,312.384860575776,311.0091722248201,312.01555148156046,35481000
2020-08-18,312.6618347167969,313.08653872718406,310.78753558782734,312.3848317893029,38733900
2020-08-19,311.3599548339844,313.5573533060185,310.7967353479484,313.04031505654325,68054200
2020-08-20,312.329345703125,312.8094445236258,309.50409136122613,309.63333681516343,42207800
2020-08-21,313.43731689453125,313.6588966421129,311.6553525028336,311.99699218231325,55106600
2020-08-24,316.6134948730469,316.68734541310374,313.40968882300405,315.8748485901053,48588700
2020-08-25,317.721435546875,317.8045279741512,316.0133494044836,317.1766997393025,38463400
2020-08-26,320.90679931640625,321.1745322009073,317.76762983680743,318.3123656667442,50790200
2020-08-27,321.6084899902344,323.0580570797185,319.9465849622059,321.7747030342196,58034100
2020-08-28,323.6858215332031,323.81509518897934,321.4422417348515,322.6332894034035,48588900
2020-08-31,322.5132141113281,324.350545281418,322.2823924798507,323.47343998768525,66099200
2020-09-01,325.5508728027344,325.6524208077737,322.4486150605475,323.3442042226388,54908700
2020-09-02,330.2596740722656,331.22911386665123,326.3172217084211,327.4621164118237,69540000
2020-09-03,318.8939208984375,329.0408299804579,316.3087019292482,328.56994487388585,148011100
2020-09-04,316.290283203125,321.14675134230083,309.18096542994215,319.5771810982591,139156300
2020-09-08,307.6483459472656,316.3549607309717,307.3436737413122,310.8798493187982,114465300
2020-09-09,313.7235412597656,316.188700542301,310.7874686489755,311.6553602505374,91462300
2020-09-10,308.2761535644531,316.25333454581227,307.3159276821659,315.59780899777945,90569500
2020-09-11,308.43316650390625,311.11993430191217,305.6079113300187,310.05816018485217,84680200
2020-09-14,312.4956359863281,314.26835900337574,308.58090905163016,311.6000466817608,65605700
2020-09-15,314.074462890625,315.7825208192452,312.5048641612994,314.95156838815086,52920900
2020-09-16,312.8280029296875,316.7427294770832,312.5510000169259,315.3116463788061,82096000
2020-09-17,310.0766296386719,311.79395770580686,307.4452566733784,307.9715369017324,91523300
2020-09-18,306.5068359375,310.993428984105,304.02252899495534,310.8821955820908,105877900
2020-09-21,303.09552001953125,303.2438406391325,298.23813995696975,301.9182622311076,99450800
2020-09-22,306.1822814941406,306.73847660305466,302.0664772931383,304.57862001536944,63612100
2020-09-23,299.0816955566406,307.0166647717101,298.58111700501155,306.7385530033538,93112200
2020-09-24,299.8787841796875,302.93781455731744,296.4489382381279,297.7652655958646,76681300
2020-09-25,304.7270202636719,305.5149328939257,298.1547165934249,299.02605426843746,71069400
2020-09-28,309.7882995605469,310.5020659374077,307.8972472441894,308.8891253586317,64584600
2020-09-29,308.1011657714844,310.3259180903288,307.40592890376666,309.58434341380087,51304000
2020-09-30,310.4371643066406,313.5888989589638,308.5739205412977,308.7685789335807,104081100
2020-10-01,312.4302062988281,314.0060596588878,310.54843285554995,313.03273929794693,88698700
2020-10-02,309.46392822265625,312.40247608578386,307.007429510794,307.480199781683,89431100
2020-10-05,314.9516296386719,315.1370091924181,311.475444751699,311.5217825678193,45713100
2020-10-06,310.4742431640625,317.18561572731545,309.9644141027496,315.0906262164625,90128900
2020-10-07,315.87860107421875,316.6850714131168,313.4035450751824,313.43135342172144,56999600
2020-10-08,318.6780700683594,318.7429656383515,316.89825106833507,317.81598305879504,45242500
2020-10-09,321.52392578125,321.9874170889095,319.7070477762188,320.32811028649445,59528600
2020-10-12,326.6964111328125,328.17030980233085,323.5724848688719,324.06378442537806,80388500
2020-10-13,324.564453125,326.73358922053734,323.600383208339,326.55746024664927,73255500
2020-10-14,322.5250244140625,326.23295452878085,321.7927285846741,325.1391219343617,57727900
2020-10-15,322.1263732910156,322.60839393885817,318.075464863968,318.61310219082094,60357700
2020-10-16,321.9317626953125,325.13911424772533,321.7556337558863,323.4798076396234,89501900
2020-10-19,317.0373229980469,323.8228140214689,316.1381487588856,323.19247265299344,68425600
2020-10-20,318.3072814941406,321.5517205103544,317.62132344041964,318.3814276529497,60051900
2020-10-21,317.7046813964844,320.430011857811,317.39876136898965,318.26084819327986,63575000
2020-10-22,319.44744873046875,320.0314522737697,315.7766056873438,317.9179331532719,55399300
2020-10-23,320.5320739746094,320.72673241885354,318.0755754996864,320.67111572049805,49143900
2020-10-26,314.6086120605469,317.9364759234132,311.1138698437013,317.14853512100905,91473000
2020-10-27,313.52398681640625,315.285247709324,313.3107706813909,314.95154762591665,65994100
2020-10-28,302.80810546875,313.5518292002192,302.3168058775529,307.8508925089764,127094300
2020-10-29,305.8856811523437,309.05594531130174,301.35272336162404,303.0398382217238,90597700
2020-10-30,302.6968994140625,305.6168888814722,299.0445857878949,304.3098400497384,120287300
2020-11-02,306.0896301269531,308.09188741481535,303.3457415827881,306.0896301269531,86068300
2020-11-03,311.4939880371094,313.5518907130495,306.1731165199986,309.3248519661346,93294200
2020-11-04,318.45556640625,322.53428362589443,314.7939743255208,315.9712318810282,126959700
2020-11-05,324.6663513183594,326.4739785623512,323.3871109043666,323.7393687910326,82039700
2020-11-06,324.5922241210937,325.8436562639265,322.26548878904805,324.3790079432216,74973000
2020-11-09,328.6708374023437,337.77381024973823,328.2073462588624,337.393744117373,172304200
2020-11-10,328.1888732910156,329.2456185696468,324.9166263863297,327.6790159718678,85552000
