#{"t_start": 1782404280.1211736, "env_id": "None"}
r,l,t
83.369522,1241,0.387131
126.907471,1241,2.803744
126.870697,1241,3.190682
-66.990646,1241,5.55219
60.002075,1241,7.979864
-15.776505,1241,8.365084
106.155396,1241,10.733125
215.688156,1241,11.142328
81.813843,1241,13.594829
99.724777,1241,16.019243
295.056549,1241,16.42464
112.26857,1241,18.858673
120.26825,1241,20.753316
162.257111,1241,21.668744
41.876083,1241,24.025709
268.47879,1241,24.41182
